83.60100396,1879.4097
288.4650489,1486.849397
1199.756411,725.4270722
1894.289269,263.7466656
1082.705325,1420.736952
311.1577488,1696.897064
1257.826203,241.9413007
287.6579333,1057.832745
1915.234012,818.6338938
1700.104489,114.4231521
846.7914468,1911.442482
690.5782377,1393.587017
1258.301599,1517.277876
1891.339389,1371.011841
387.5967663,681.6237154
88.03817243,261.5953749
701.1808246,1577.292222
1144.678679,543.0895138
1885.516397,1912.304751
880.9035072,1304.572901
136.1888115,629.5543204
263.6726715,839.1371886
96.03739616,1425.155142
1390.414151,806.4745776
436.6647107,1900.084778
1455.686047,1536.858626
609.5515753,756.7373579
329.9494897,485.0077274
784.5361122,651.8899126
1531.168112,476.4277386
554.5715326,538.6408906
368.0823727,98.95307583
1113.279314,1669.199148
1566.938286,925.5947704
656.9986998,979.1796182
457.2257002,902.0031319
632.9565111,1911.94197
1196.360956,913.2731403
677.04874,1193.67289
523.3938128,1718.427063
1367.30425,606.0284796
1701.595464,1067.145818
1452.927234,1904.113907
480.2413759,1117.987787
1734.159117,1702.757208
827.9614112,864.6372522
1318.347257,418.6327724
1023.439847,978.4991787
127.4528624,85.61681228
97.88499584,1209.390284
283.0830042,282.1763889
728.9350958,1752.095707
1668.642395,1902.676004
1292.070259,80.95286164
735.7402589,445.7395517
1899.206518,639.1699466
1498.734368,1355.509957
857.3421797,1089.655892
1897.772818,1183.117952
1063.224369,1204.026146
1240.127233,1121.026152
1717.649957,565.3230501
1733.204405,813.549784
920.4370873,1713.137122
588.4331834,94.12190329
105.4189021,449.3179725
1240.733669,1898.260251
698.4356838,256.3469981
81.91027673,804.1430049
1483.484751,272.9028919
1694.493193,335.0607493
904.193664,1515.975679
999.5043301,740.2810596
831.6926629,89.7835594
1385.969966,1000.397975
497.8794021,316.649754
96.72420773,1003.689556
1491.261294,1160.354189
1896.945667,448.2995942
290.6197601,1273.214293
489.9063544,1525.278427
1047.92835,1893.232503
253.095977,1897.417898
1892.986818,995.5722363
1543.728583,1712.798001
906.2388111,288.5718875
1562.535134,697.2186588
1893.816647,1550.437002
1328.119376,1717.076571
102.8325945,1651.199391
1676.709651,1496.491681
1093.775184,341.3758881
1061.734407,105.997106
1694.880758,1277.949858
943.6097298,512.7532719
486.9907903,1325.939843
1290.085064,1313.297853
1915.18868,1736.214334
1503.332623,89.46479071
1899.563682,85.69657127
